"Time.to.resolution","year","quarter","area"
31,2018,"Q1","D"
0,2018,"Q1","N"
31,2018,"Q1","LSU"
18,2018,"Q1","LSU"
26,2018,"Q1","D"
67,2018,"Q1","W"
67,2018,"Q1","N"
67,2018,"Q1","N"
67,2018,"Q1","W"
26,2018,"Q1","D"
17,2018,"Q1","W"
68,2018,"Q1","W"
40,2018,"Q1","W"
41,2018,"Q1","LSU"
68,2018,"Q1","W"
27,2018,"Q1","W"
68,2018,"Q1","W"
68,2018,"Q1","W"
10,2018,"Q1","W"
66,2018,"Q1","N"
65,2018,"Q1","D"
66,2018,"Q1","N"
67,2018,"Q1","W"
67,2018,"Q1","N"
67,2018,"Q1","N"
67,2018,"Q1","N"
65,2018,"Q1","N"
44,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","N"
65,2018,"Q1","W"
44,2018,"Q1","D"
64,2018,"Q1","N"
64,2018,"Q1","N"
64,2018,"Q1","N"
29,2018,"Q1","D"
13,2018,"Q1","W"
44,2018,"Q1","D"
44,2018,"Q1","D"
64,2018,"Q1","N"
64,2018,"Q1","W"
29,2018,"Q1","D"
65,2018,"Q1","W"
64,2018,"Q1","N"
13,2018,"Q1","LSU"
27,2018,"Q1","LSU"
22,2018,"Q1","D"
64,2018,"Q1","W"
23,2018,"Q1","D"
65,2018,"Q1","N"
65,2018,"Q1","W"
66,2018,"Q1","W"
14,2018,"Q1","W"
23,2018,"Q1","D"
7,2018,"Q1","W"
27,2018,"Q1","LSU"
65,2018,"Q1","W"
27,2018,"Q1","D"
27,2018,"Q1","D"
27,2018,"Q1","D"
27,2018,"Q1","LSU"
23,2018,"Q1","D"
23,2018,"Q1","D"
12,2018,"Q1","LSU"
22,2018,"Q1","D"
22,2018,"Q1","D"
6,2018,"Q1","W"
22,2018,"Q1","D"
22,2018,"Q1","D"
22,2018,"Q1","D"
22,2018,"Q1","D"
22,2018,"Q1","D"
6,2018,"Q1","D"
22,2018,"Q1","D"
22,2018,"Q1","W"
26,2018,"Q1","D"
64,2018,"Q1","LSU"
64,2018,"Q1","LSU"
64,2018,"Q1","LSU"
12,2018,"Q1","LSU"
26,2018,"Q1","D"
21,2018,"Q1","D"
64,2018,"Q1","W"
37,2018,"Q1","LSU"
26,2018,"Q1","LSU"
64,2018,"Q1","LSU"
6,2018,"Q1","W"
12,2018,"Q1","LSU"
65,2018,"Q1","LSU"
21,2018,"Q1","D"
21,2018,"Q1","D"
21,2018,"Q1","D"
63,2018,"Q1","W"
63,2018,"Q1","W"
21,2018,"Q1","D"
62,2018,"Q1","D"
21,2018,"Q1","D"
0,2018,"Q1","LSU"
21,2018,"Q1","D"
65,2018,"Q1","LSU"
21,2018,"Q1","D"
21,2018,"Q1","D"
65,2018,"Q1","W"
65,2018,"Q1","LSU"
37,2018,"Q1","LSU"
26,2018,"Q1","LSU"
21,2018,"Q1","D"
65,2018,"Q1","W"
21,2018,"Q1","D"
21,2018,"Q1","D"
21,2018,"Q1","D"
21,2018,"Q1","D"
63,2018,"Q1","W"
21,2018,"Q1","D"
64,2018,"Q1","W"
21,2018,"Q1","D"
63,2018,"Q1","W"
21,2018,"Q1","D"
26,2018,"Q1","D"
64,2018,"Q1","W"
22,2018,"Q1","D"
65,2018,"Q1","W"
64,2018,"Q1","W"
26,2018,"Q1","LSU"
64,2018,"Q1","W"
64,2018,"Q1","W"
22,2018,"Q1","D"
24,2018,"Q1","W"
22,2018,"Q1","D"
22,2018,"Q1","D"
65,2018,"Q1","W"
22,2018,"Q1","D"
26,2018,"Q1","D"
65,2018,"Q1","LSU"
66,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
23,2018,"Q1","W"
22,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","D"
66,2018,"Q1","W"
65,2018,"Q1","W"
22,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
22,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
22,2018,"Q1","D"
65,2018,"Q1","W"
65,2018,"Q1","W"
65,2018,"Q1","W"
64,2018,"Q1","W"
26,2018,"Q1","LSU"
26,2018,"Q1","D"
65,2018,"Q1","LSU"
21,2018,"Q1","D"
64,2018,"Q1","W"
21,2018,"Q1","D"
5,2018,"Q1","W"
63,2018,"Q1","W"
21,2018,"Q1","W"
61,2018,"Q1","D"
5,2018,"Q1","W"
5,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
5,2018,"Q1","W"
21,2018,"Q1","D"
63,2018,"Q1","W"
63,2018,"Q1","LSU"
64,2018,"Q1","W"
42,2018,"Q1","D"
64,2018,"Q1","LSU"
21,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
68,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
62,2018,"Q1","W"
21,2018,"Q1","D"
64,2018,"Q1","W"
5,2018,"Q1","D"
62,2018,"Q1","N"
62,2018,"Q1","N"
62,2018,"Q1","N"
64,2018,"Q1","W"
5,2018,"Q1","D"
64,2018,"Q1","LSU"
21,2018,"Q1","D"
64,2018,"Q1","W"
64,2018,"Q1","W"
64,2018,"Q1","W"
25,2018,"Q1","LSU"
62,2018,"Q1","N"
5,2018,"Q1","D"
64,2018,"Q1","W"
41,2018,"Q1","LSU"
62,2018,"Q1","W"
62,2018,"Q1","N"
64,2018,"Q1","W"
64,2018,"Q1","W"
25,2018,"Q1","D"
64,2018,"Q1","W"
63,2018,"Q1","N"
64,2018,"Q1","LSU"
63,2018,"Q1","N"
64,2018,"Q1","W"
63,2018,"Q1","W"
6,2018,"Q1","W"
6,2018,"Q1","W"
63,2018,"Q1","N"
65,2018,"Q1","LSU"
65,2018,"Q1","W"
0,2018,"Q1","W"
63,2018,"Q1","N"
63,2018,"Q1","N"
63,2018,"Q1","N"
65,2018,"Q1","W"
65,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","N"
25,2018,"Q1","D"
63,2018,"Q1","N"
63,2018,"Q1","N"
63,2018,"Q1","N"
13,2018,"Q1","LSU"
62,2018,"Q1","N"
62,2018,"Q1","N"
24,2018,"Q1","LSU"
20,2018,"Q1","D"
62,2018,"Q1","N"
62,2018,"Q1","N"
35,2018,"Q1","LSU"
62,2018,"Q1","N"
61,2018,"Q1","W"
63,2018,"Q1","W"
24,2018,"Q1","LSU"
64,2018,"Q1","W"
62,2018,"Q1","N"
24,2018,"Q1","D"
24,2018,"Q1","LSU"
24,2018,"Q1","D"
64,2018,"Q1","W"
19,2018,"Q1","D"
62,2018,"Q1","W"
20,2018,"Q1","D"
61,2018,"Q1","W"
61,2018,"Q1","W"
61,2018,"Q1","D"
0,2018,"Q1","W"
19,2018,"Q1","D"
62,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
23,2018,"Q1","LSU"
23,2018,"Q1","D"
60,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
60,2018,"Q1","D"
4,2018,"Q1","W"
63,2018,"Q1","W"
60,2018,"Q1","W"
19,2018,"Q1","D"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
4,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
63,2018,"Q1","W"
3,2018,"Q1","W"
63,2018,"Q1","W"
59,2018,"Q1","N"
39,2018,"Q1","D"
59,2018,"Q1","N"
59,2018,"Q1","W"
63,2018,"Q1","W"
22,2018,"Q1","D"
57,2018,"Q1","N"
20,2018,"Q1","LSU"
62,2018,"Q1","W"
57,2018,"Q1","N"
62,2018,"Q1","W"
62,2018,"Q1","W"
37,2018,"Q1","D"
62,2018,"Q1","W"
20,2018,"Q1","LSU"
37,2018,"Q1","D"
57,2018,"Q1","D"
20,2018,"Q1","LSU"
16,2018,"Q1","D"
63,2018,"Q1","W"
17,2018,"Q1","D"
0,2018,"Q1","N"
57,2018,"Q1","N"
16,2018,"Q1","D"
20,2018,"Q1","LSU"
16,2018,"Q1","D"
16,2018,"Q1","D"
34,2018,"Q1","LSU"
20,2018,"Q1","D"
16,2018,"Q1","D"
63,2018,"Q1","W"
16,2018,"Q1","D"
19,2018,"Q1","LSU"
15,2018,"Q1","D"
12,2018,"Q1","W"
56,2018,"Q1","W"
15,2018,"Q1","D"
15,2018,"Q1","D"
36,2018,"Q1","D"
62,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","D"
62,2018,"Q1","W"
56,2018,"Q1","W"
62,2018,"Q1","W"
19,2018,"Q1","D"
56,2018,"Q1","W"
62,2018,"Q1","W"
62,2018,"Q1","W"
27,2018,"Q1","W"
35,2018,"Q1","D"
35,2018,"Q1","D"
35,2018,"Q1","D"
55,2018,"Q1","N"
55,2018,"Q1","D"
35,2018,"Q1","D"
60,2018,"Q1","W"
55,2018,"Q1","D"
55,2018,"Q1","N"
55,2018,"Q1","N"
55,2018,"Q1","W"
55,2018,"Q1","N"
55,2018,"Q1","N"
60,2018,"Q1","W"
61,2018,"Q1","W"
56,2018,"Q1","N"
56,2018,"Q1","N"
0,2018,"Q1","N"
56,2018,"Q1","N"
55,2018,"Q1","N"
55,2018,"Q1","N"
54,2018,"Q1","N"
34,2018,"Q1","D"
54,2018,"Q1","N"
13,2018,"Q1","D"
13,2018,"Q1","D"
17,2018,"Q1","D"
31,2018,"Q1","LSU"
59,2018,"Q1","LSU"
59,2018,"Q1","LSU"
17,2018,"Q1","LSU"
59,2018,"Q1","LSU"
55,2018,"Q1","N"
60,2018,"Q1","W"
13,2018,"Q1","D"
13,2018,"Q1","D"
17,2018,"Q1","LSU"
17,2018,"Q1","D"
54,2018,"Q1","N"
10,2018,"Q1","W"
58,2018,"Q1","LSU"
10,2018,"Q1","W"
9,2018,"Q1","W"
58,2018,"Q1","W"
58,2018,"Q1","W"
16,2018,"Q1","D"
53,2018,"Q1","N"
33,2018,"Q1","D"
58,2018,"Q1","W"
58,2018,"Q1","W"
58,2018,"Q1","W"
58,2018,"Q1","W"
53,2018,"Q1","W"
58,2018,"Q1","W"
58,2018,"Q1","W"
58,2018,"Q1","W"
59,2018,"Q1","LSU"
59,2018,"Q1","W"
59,2018,"Q1","W"
53,2018,"Q1","W"
53,2018,"Q1","W"
59,2018,"Q1","W"
52,2018,"Q1","N"
52,2018,"Q1","N"
32,2018,"Q1","D"
58,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
36,2018,"Q1","LSU"
37,2018,"Q1","LSU"
35,2018,"Q1","D"
55,2018,"Q1","LSU"
37,2018,"Q1","D"
37,2018,"Q1","LSU"
35,2018,"Q1","D"
22,2018,"Q1","D"
54,2018,"Q1","W"
35,2018,"Q1","LSU"
34,2018,"Q1","D"
21,2018,"Q1","D"
49,2018,"Q1","W"
34,2018,"Q1","D"
35,2018,"Q1","LSU"
49,2018,"Q1","W"
54,2018,"Q1","W"
55,2018,"Q1","W"
49,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
53,2018,"Q1","W"
48,2018,"Q1","D"
54,2018,"Q1","W"
48,2018,"Q1","N"
48,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
55,2018,"Q1","W"
49,2018,"Q1","W"
48,2018,"Q1","N"
48,2018,"Q1","N"
32,2018,"Q1","D"
33,2018,"Q1","D"
33,2018,"Q1","D"
47,2018,"Q1","N"
33,2018,"Q1","LSU"
53,2018,"Q1","W"
53,2018,"Q1","W"
32,2018,"Q1","D"
47,2018,"Q1","W"
33,2018,"Q1","LSU"
46,2018,"Q1","LSU"
33,2018,"Q1","D"
32,2018,"Q1","LSU"
2,2018,"Q1","W"
2,2018,"Q1","W"
45,2018,"Q1","LSU"
2,2018,"Q1","D"
2,2018,"Q1","W"
3,2018,"Q1","D"
31,2018,"Q1","D"
52,2018,"Q1","W"
3,2018,"Q1","W"
52,2018,"Q1","W"
45,2018,"Q1","N"
25,2018,"Q1","D"
44,2018,"Q1","D"
51,2018,"Q1","LSU"
45,2018,"Q1","N"
45,2018,"Q1","D"
43,2018,"Q1","W"
49,2018,"Q1","W"
49,2018,"Q1","W"
29,2018,"Q1","LSU"
29,2018,"Q1","LSU"
50,2018,"Q1","W"
50,2018,"Q1","LSU"
50,2018,"Q1","LSU"
50,2018,"Q1","LSU"
43,2018,"Q1","D"
30,2018,"Q1","LSU"
30,2018,"Q1","D"
41,2018,"Q1","D"
28,2018,"Q1","LSU"
42,2018,"Q1","W"
48,2018,"Q1","W"
49,2018,"Q1","W"
49,2018,"Q1","W"
49,2018,"Q1","W"
49,2018,"Q1","W"
42,2018,"Q1","W"
5,2018,"Q1","W"
41,2018,"Q1","W"
4,2018,"Q1","W"
41,2018,"Q1","W"
48,2018,"Q1","W"
41,2018,"Q1","N"
4,2018,"Q1","W"
40,2018,"Q1","D"
40,2018,"Q1","D"
1,2018,"Q1","W"
1,2018,"Q1","W"
41,2018,"Q1","W"
41,2018,"Q1","N"
1,2018,"Q1","W"
41,2018,"Q1","D"
1,2018,"Q1","W"
42,2018,"Q1","D"
22,2018,"Q1","D"
41,2018,"Q1","N"
41,2018,"Q1","N"
41,2018,"Q1","N"
41,2018,"Q1","N"
41,2018,"Q1","N"
48,2018,"Q1","W"
21,2018,"Q1","D"
25,2018,"Q1","D"
40,2018,"Q1","N"
40,2018,"Q1","N"
0,2018,"Q1","LSU"
39,2018,"Q1","LSU"
46,2018,"Q1","W"
47,2018,"Q1","W"
26,2018,"Q1","LSU"
46,2018,"Q1","W"
40,2018,"Q1","N"
40,2018,"Q1","LSU"
25,2018,"Q1","D"
25,2018,"Q1","LSU"
25,2018,"Q1","LSU"
39,2018,"Q1","LSU"
41,2018,"Q1","LSU"
47,2018,"Q1","LSU"
38,2018,"Q1","N"
24,2018,"Q1","D"
50,2018,"Q1","W"
38,2018,"Q1","D"
38,2018,"Q1","N"
38,2018,"Q1","N"
38,2018,"Q1","N"
38,2018,"Q1","N"
22,2018,"Q2","D"
37,2018,"Q2","LSU"
37,2018,"Q2","D"
22,2018,"Q2","LSU"
37,2018,"Q2","D"
42,2018,"Q2","N"
41,2018,"Q2","N"
51,2018,"Q2","W"
22,2018,"Q2","LSU"
51,2018,"Q2","LSU"
22,2018,"Q2","D"
51,2018,"Q2","LSU"
23,2018,"Q2","D"
22,2018,"Q2","LSU"
22,2018,"Q2","D"
51,2018,"Q2","LSU"
37,2018,"Q2","LSU"
51,2018,"Q2","LSU"
22,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
37,2018,"Q2","D"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
22,2018,"Q2","D"
22,2018,"Q2","D"
51,2018,"Q2","LSU"
22,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
51,2018,"Q2","LSU"
22,2018,"Q2","LSU"
41,2018,"Q2","W"
22,2018,"Q2","D"
50,2018,"Q2","LSU"
50,2018,"Q2","W"
50,2018,"Q2","W"
50,2018,"Q2","W"
50,2018,"Q2","W"
50,2018,"Q2","LSU"
50,2018,"Q2","LSU"
22,2018,"Q2","LSU"
40,2018,"Q2","W"
22,2018,"Q2","D"
22,2018,"Q2","D"
50,2018,"Q2","LSU"
41,2018,"Q2","W"
36,2018,"Q2","D"
50,2018,"Q2","LSU"
50,2018,"Q2","W"
50,2018,"Q2","W"
50,2018,"Q2","W"
41,2018,"Q2","W"
41,2018,"Q2","W"
41,2018,"Q2","W"
22,2018,"Q2","D"
41,2018,"Q2","W"
50,2018,"Q2","W"
22,2018,"Q2","D"
50,2018,"Q2","W"
50,2018,"Q2","W"
41,2018,"Q2","W"
49,2018,"Q2","W"
40,2018,"Q2","D"
40,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
40,2018,"Q2","N"
40,2018,"Q2","W"
40,2018,"Q2","D"
40,2018,"Q2","N"
40,2018,"Q2","N"
49,2018,"Q2","W"
49,2018,"Q2","W"
39,2018,"Q2","D"
39,2018,"Q2","D"
39,2018,"Q2","N"
49,2018,"Q2","W"
39,2018,"Q2","N"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
21,2018,"Q2","D"
49,2018,"Q2","W"
49,2018,"Q2","W"
49,2018,"Q2","W"
40,2018,"Q2","N"
22,2018,"Q2","D"
22,2018,"Q2","D"
40,2018,"Q2","N"
40,2018,"Q2","N"
40,2018,"Q2","N"
40,2018,"Q2","N"
40,2018,"Q2","N"
40,2018,"Q2","N"
40,2018,"Q2","W"
22,2018,"Q2","D"
22,2018,"Q2","D"
49,2018,"Q2","W"
40,2018,"Q2","N"
49,2018,"Q2","W"
22,2018,"Q2","D"
39,2018,"Q2","N"
21,2018,"Q2","D"
48,2018,"Q2","LSU"
21,2018,"Q2","D"
34,2018,"Q2","D"
21,2018,"Q2","D"
39,2018,"Q2","N"
48,2018,"Q2","W"
24,2018,"Q2","D"
48,2018,"Q2","LSU"
38,2018,"Q2","N"
38,2018,"Q2","N"
24,2018,"Q2","D"
24,2018,"Q2","D"
24,2018,"Q2","D"
24,2018,"Q2","D"
25,2018,"Q2","LSU"
48,2018,"Q2","LSU"
34,2018,"Q2","LSU"
24,2018,"Q2","D"
48,2018,"Q2","W"
39,2018,"Q2","N"
24,2018,"Q2","LSU"
34,2018,"Q2","D"
34,2018,"Q2","D"
23,2018,"Q2","LSU"
47,2018,"Q2","W"
47,2018,"Q2","W"
40,2018,"Q2","LSU"
47,2018,"Q2","LSU"
47,2018,"Q2","W"
23,2018,"Q2","D"
38,2018,"Q2","N"
23,2018,"Q2","LSU"
321,2018,"Q2","LSU"
23,2018,"Q2","LSU"
47,2018,"Q2","W"
23,2018,"Q2","LSU"
37,2018,"Q2","W"
47,2018,"Q2","W"
47,2018,"Q2","W"
48,2018,"Q2","W"
47,2018,"Q2","W"
47,2018,"Q2","W"
38,2018,"Q2","W"
47,2018,"Q2","W"
47,2018,"Q2","W"
38,2018,"Q2","W"
35,2018,"Q2","D"
47,2018,"Q2","W"
47,2018,"Q2","W"
47,2018,"Q2","W"
38,2018,"Q2","W"
38,2018,"Q2","N"
47,2018,"Q2","W"
46,2018,"Q2","W"
33,2018,"Q2","D"
37,2018,"Q2","N"
22,2018,"Q2","D"
37,2018,"Q2","N"
37,2018,"Q2","N"
36,2018,"Q2","D"
36,2018,"Q2","N"
44,2018,"Q2","W"
35,2018,"Q2","D"
35,2018,"Q2","N"
20,2018,"Q2","LSU"
35,2018,"Q2","N"
35,2018,"Q2","N"
31,2018,"Q2","D"
44,2018,"Q2","D"
44,2018,"Q2","W"
20,2018,"Q2","LSU"
44,2018,"Q2","LSU"
35,2018,"Q2","N"
44,2018,"Q2","LSU"
44,2018,"Q2","LSU"
44,2018,"Q2","LSU"
32,2018,"Q2","D"
21,2018,"Q2","D"
21,2018,"Q2","D"
21,2018,"Q2","D"
20,2018,"Q2","D"
34,2018,"Q2","W"
43,2018,"Q2","W"
30,2018,"Q2","D"
43,2018,"Q2","LSU"
43,2018,"Q2","LSU"
20,2018,"Q2","D"
30,2018,"Q2","D"
21,2018,"Q2","W"
20,2018,"Q2","D"
43,2018,"Q2","W"
43,2018,"Q2","W"
43,2018,"Q2","LSU"
43,2018,"Q2","LSU"
33,2018,"Q2","D"
43,2018,"Q2","W"
44,2018,"Q2","W"
34,2018,"Q2","D"
34,2018,"Q2","W"
34,2018,"Q2","W"
34,2018,"Q2","W"
34,2018,"Q2","W"
34,2018,"Q2","W"
43,2018,"Q2","W"
34,2018,"Q2","W"
34,2018,"Q2","W"
43,2018,"Q2","D"
34,2018,"Q2","W"
34,2018,"Q2","N"
19,2018,"Q2","D"
42,2018,"Q2","W"
42,2018,"Q2","D"
33,2018,"Q2","W"
27,2018,"Q2","N"
33,2018,"Q2","N"
33,2018,"Q2","N"
18,2018,"Q2","D"
33,2018,"Q2","N"
32,2018,"Q2","N"
32,2018,"Q2","N"
32,2018,"Q2","N"
32,2018,"Q2","N"
32,2018,"Q2","W"
33,2018,"Q2","D"
33,2018,"Q2","W"
19,2018,"Q2","D"
33,2018,"Q2","W"
33,2018,"Q2","D"
33,2018,"Q2","W"
33,2018,"Q2","N"
42,2018,"Q2","D"
32,2018,"Q2","N"
28,2018,"Q2","LSU"
32,2018,"Q2","N"
32,2018,"Q2","W"
31,2018,"Q2","N"
31,2018,"Q2","N"
17,2018,"Q2","LSU"
18,2018,"Q2","D"
32,2018,"Q2","D"
18,2018,"Q2","LSU"
29,2018,"Q2","LSU"
3,2018,"Q2","W"
40,2018,"Q2","W"
31,2018,"Q2","W"
17,2018,"Q2","LSU"
17,2018,"Q2","D"
31,2018,"Q2","W"
16,2018,"Q2","D"
16,2018,"Q2","LSU"
40,2018,"Q2","W"
31,2018,"Q2","W"
40,2018,"Q2","W"
30,2018,"Q2","N"
30,2018,"Q2","W"
40,2018,"Q2","W"
40,2018,"Q2","W"
40,2018,"Q2","LSU"
31,2018,"Q2","W"
40,2018,"Q2","W"
40,2018,"Q2","LSU"
40,2018,"Q2","LSU"
40,2018,"Q2","W"
40,2018,"Q2","W"
17,2018,"Q2","D"
31,2018,"Q2","W"
31,2018,"Q2","D"
11,2018,"Q2","W"
40,2018,"Q2","W"
40,2018,"Q2","LSU"
40,2018,"Q2","W"
40,2018,"Q2","D"
39,2018,"Q2","W"
30,2018,"Q2","D"
178,2018,"Q2","N"
28,2018,"Q2","N"
37,2018,"Q2","W"
28,2018,"Q2","N"
28,2018,"Q2","W"
28,2018,"Q2","N"
14,2018,"Q2","D"
14,2018,"Q2","D"
37,2018,"Q2","LSU"
14,2018,"Q2","LSU"
24,2018,"Q2","D"
37,2018,"Q2","LSU"
28,2018,"Q2","N"
14,2018,"Q2","D"
22,2018,"Q2","D"
38,2018,"Q2","W"
15,2018,"Q2","D"
37,2018,"Q2","W"
28,2018,"Q2","W"
14,2018,"Q2","D"
28,2018,"Q2","N"
37,2018,"Q2","W"
23,2018,"Q2","LSU"
14,2018,"Q2","LSU"
37,2018,"Q2","LSU"
28,2018,"Q2","D"
13,2018,"Q2","LSU"
22,2018,"Q2","D"
36,2018,"Q2","W"
36,2018,"Q2","W"
36,2018,"Q2","W"
13,2018,"Q2","D"
13,2018,"Q2","LSU"
36,2018,"Q2","W"
27,2018,"Q2","W"
36,2018,"Q2","LSU"
26,2018,"Q2","W"
36,2018,"Q2","W"
26,2018,"Q2","W"
36,2018,"Q2","W"
36,2018,"Q2","LSU"
36,2018,"Q2","LSU"
37,2018,"Q2","LSU"
37,2018,"Q2","LSU"
27,2018,"Q2","W"
36,2018,"Q2","W"
27,2018,"Q2","W"
27,2018,"Q2","W"
36,2018,"Q2","W"
27,2018,"Q2","N"
13,2018,"Q2","LSU"
36,2018,"Q2","W"
36,2018,"Q2","W"
13,2018,"Q2","LSU"
13,2018,"Q2","D"
36,2018,"Q2","W"
26,2018,"Q2","N"
12,2018,"Q2","D"
35,2018,"Q2","W"
35,2018,"Q2","W"
26,2018,"Q2","N"
26,2018,"Q2","N"
26,2018,"Q2","W"
26,2018,"Q2","D"
12,2018,"Q2","LSU"
35,2018,"Q2","W"
12,2018,"Q2","D"
20,2018,"Q2","D"
26,2018,"Q2","N"
26,2018,"Q2","W"
26,2018,"Q2","N"
26,2018,"Q2","N"
26,2018,"Q2","N"
26,2018,"Q2","N"
25,2018,"Q2","N"
39,2018,"Q2","W"
11,2018,"Q2","LSU"
34,2018,"Q2","LSU"
12,2018,"Q2","LSU"
12,2018,"Q2","D"
12,2018,"Q2","LSU"
34,2018,"Q2","W"
34,2018,"Q2","LSU"
34,2018,"Q2","LSU"
12,2018,"Q2","LSU"
12,2018,"Q2","D"
12,2018,"Q2","LSU"
12,2018,"Q2","LSU"
12,2018,"Q2","D"
25,2018,"Q2","D"
25,2018,"Q2","N"
34,2018,"Q2","W"
34,2018,"Q2","W"
34,2018,"Q2","W"
19,2018,"Q2","LSU"
10,2018,"Q2","LSU"
10,2018,"Q2","LSU"
24,2018,"Q2","W"
33,2018,"Q2","W"
10,2018,"Q2","LSU"
33,2018,"Q2","W"
33,2018,"Q2","W"
10,2018,"Q2","D"
33,2018,"Q2","W"
23,2018,"Q2","W"
34,2018,"Q2","LSU"
11,2018,"Q2","LSU"
38,2018,"Q2","W"
24,2018,"Q2","W"
33,2018,"Q2","LSU"
33,2018,"Q2","LSU"
24,2018,"Q2","W"
33,2018,"Q2","W"
24,2018,"Q2","W"
24,2018,"Q2","W"
33,2018,"Q2","W"
24,2018,"Q2","W"
23,2018,"Q2","N"
10,2018,"Q2","D"
23,2018,"Q2","N"
23,2018,"Q2","N"
22,2018,"Q2","N"
8,2018,"Q2","D"
8,2018,"Q2","D"
30,2018,"Q2","W"
21,2018,"Q2","W"
30,2018,"Q2","W"
8,2018,"Q2","D"
8,2018,"Q2","D"
17,2018,"Q2","D"
17,2018,"Q2","LSU"
8,2018,"Q2","LSU"
8,2018,"Q2","D"
8,2018,"Q2","D"
21,2018,"Q2","N"
8,2018,"Q2","D"
8,2018,"Q2","D"
8,2018,"Q2","LSU"
30,2018,"Q2","LSU"
30,2018,"Q2","W"
30,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
20,2018,"Q2","W"
16,2018,"Q2","LSU"
29,2018,"Q2","W"
20,2018,"Q2","W"
29,2018,"Q2","W"
16,2018,"Q2","D"
20,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","W"
29,2018,"Q2","D"
29,2018,"Q2","W"
34,2018,"Q2","D"
19,2018,"Q2","W"
30,2018,"Q2","LSU"
30,2018,"Q2","W"
29,2018,"Q2","W"
20,2018,"Q2","W"
29,2018,"Q2","W"
20,2018,"Q2","W"
17,2018,"Q2","LSU"
20,2018,"Q2","W"
20,2018,"Q2","W"
20,2018,"Q2","W"
20,2018,"Q2","W"
20,2018,"Q2","W"
19,2018,"Q2","W"
15,2018,"Q2","D"
19,2018,"Q2","N"
15,2018,"Q2","D"
15,2018,"Q2","D"
19,2018,"Q2","N"
28,2018,"Q2","W"
15,2018,"Q2","D"
28,2018,"Q2","W"
15,2018,"Q2","LSU"
28,2018,"Q2","W"
28,2018,"Q2","W"
18,2018,"Q2","D"
16,2018,"Q2","D"
16,2018,"Q2","D"
19,2018,"Q2","N"
19,2018,"Q2","N"
19,2018,"Q2","N"
19,2018,"Q2","N"
19,2018,"Q2","N"
19,2018,"Q2","N"
19,2018,"Q2","N"
18,2018,"Q2","N"
18,2018,"Q2","N"
27,2018,"Q2","LSU"
18,2018,"Q2","N"
14,2018,"Q2","D"
27,2018,"Q2","W"
17,2018,"Q2","N"
17,2018,"Q2","N"
13,2018,"Q2","D"
14,2018,"Q2","LSU"
4,2018,"Q2","LSU"
14,2018,"Q2","LSU"
14,2018,"Q2","LSU"
14,2018,"Q2","LSU"
14,2018,"Q2","LSU"
14,2018,"Q2","D"
13,2018,"Q2","LSU"
13,2018,"Q2","LSU"
13,2018,"Q2","LSU"
13,2018,"Q2","LSU"
